Latitude,Longitude,Temperatura,Umidade,Data,Hora
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:01:34
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:01:39
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:01:44
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:01:49
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:01:54
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:01:59
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:02:04
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:02:09
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:02:14
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:02:19
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:02:24
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:02:29
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:02:34
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:02:39
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:02:44
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:02:49
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:02:54
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:02:59
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:03:04
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:03:09
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:03:14
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:03:19
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:03:24
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:03:29
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:03:34
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:03:39
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:03:44
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:03:49
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:03:54
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:03:59
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:04:04
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:04:09
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:04:14
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:04:19
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:04:24
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:04:34
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:04:39
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:04:44
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:04:49
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:04:54
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:04:59
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:05:04
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:05:09
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:05:15
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:05:20
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:05:25
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:05:30
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:05:35
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:05:40
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:05:45
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:05:50
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:05:55
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:06:00
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:06:05
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:06:10
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:06:15
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:06:20
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:06:25
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:06:30
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:06:35
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:06:40
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:06:45
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:06:50
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:06:55
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:07:00
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:07:05
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:07:10
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:07:15
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:07:20
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:07:25
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:07:30
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:07:35
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:07:40
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:07:45
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:07:50
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:07:55
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:08:00
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:08:05
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:08:10
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:08:15
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:08:20
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:08:25
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:08:30
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:08:35
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:08:40
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:08:45
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:08:51
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:08:56
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:09:01
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:09:06
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:09:11
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:09:16
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:09:21
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:09:26
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:09:31
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:09:36
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:09:41
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:09:46
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:09:51
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:09:56
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:10:01
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:10:06
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:10:11
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:10:16
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:10:21
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:10:26
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:10:31
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:10:36
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:10:41
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:10:46
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:10:51
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:10:56
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:11:01
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:11:06
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:11:11
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:11:16
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:11:21
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:11:26
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:11:31
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:11:36
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:11:41
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:11:46
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:11:57
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:12:02
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:12:07
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:12:12
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:12:16
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:12:21
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:12:26
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:12:32
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:12:37
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:12:42
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:12:47
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:12:52
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:12:57
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:13:02
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:13:07
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:13:12
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:13:17
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:13:22
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:13:27
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:13:32
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:13:37
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:13:42
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:13:47
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:13:52
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:13:57
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:14:02
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:14:07
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:14:12
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:14:17
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:14:22
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:14:27
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:14:32
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:14:37
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:14:42
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:14:47
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:14:52
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:14:57
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:15:02
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:15:07
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:15:12
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:15:17
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:15:22
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:15:27
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:15:32
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:15:37
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:15:42
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:15:47
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:15:52
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:15:57
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:16:02
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:16:07
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:16:13
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:16:18
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:16:23
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:16:28
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:16:33
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:16:38
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:16:43
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:16:48
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:16:53
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:16:58
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:17:03
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:17:08
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:17:13
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:17:18
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:17:23
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:17:28
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:17:33
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:17:38
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:17:43
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:17:48
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:17:53
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:17:58
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:18:03
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:18:08
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:18:13
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:18:18
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:18:23
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:18:28
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:18:33
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:18:38
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:18:43
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:18:48
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:18:53
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:18:58
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:19:03
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:19:08
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:19:13
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:19:18
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:19:23
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:19:28
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:19:33
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:19:38
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:19:44
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:19:49
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:19:54
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:19:59
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:20:04
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:20:09
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:20:14
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:20:19
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:20:24
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:20:29
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:20:34
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:20:39
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:20:44
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:20:49
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:20:54
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:20:59
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:21:04
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:21:09
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:21:14
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:21:19
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:21:24
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:21:29
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:21:34
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:21:39
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:21:44
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:21:49
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:21:54
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:21:59
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:22:04
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:22:09
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:22:14
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:22:19
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:22:24
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:22:29
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:22:34
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:22:39
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:22:44
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:22:49
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:22:54
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:22:59
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:23:04
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:23:09
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:23:14
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:23:19
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:23:25
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:23:30
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:23:35
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:23:40
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:23:45
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:23:50
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:23:55
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:24:00
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:24:05
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:24:10
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:24:15
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:24:20
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:24:25
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:24:30
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:24:35
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:24:40
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:24:45
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:24:50
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:24:55
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:25:00
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:25:05
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:25:10
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:25:15
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:25:20
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:25:25
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:25:30
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:25:35
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:25:40
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:25:45
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:25:50
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:25:55
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:26:00
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:26:05
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:26:10
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:26:15
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:26:20
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:26:25
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:26:30
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:26:35
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:26:40
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:26:45
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:26:50
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:26:56
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:27:01
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:27:06
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:27:11
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:27:16
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:27:21
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:27:26
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:27:31
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:27:36
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:27:41
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:27:46
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:27:51
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:27:56
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:28:01
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:28:06
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:28:11
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:28:16
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:28:21
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:28:26
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:28:31
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:28:36
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:28:41
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:28:46
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:28:51
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:28:56
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:29:01
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:29:06
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:29:11
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:29:16
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:29:21
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:29:26
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:29:31
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:29:36
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:29:41
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:29:46
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:29:51
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:29:56
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:30:01
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:30:06
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:30:11
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:30:16
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:30:21
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:30:26
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:30:31
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:30:37
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:30:42
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:30:47
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:30:52
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:30:57
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:31:02
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:31:07
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:31:12
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:31:17
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:31:22
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:31:27
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:31:32
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:31:37
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:31:42
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:31:47
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:31:52
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:31:57
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:32:02
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:32:07
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:32:12
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:32:17
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:32:22
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:32:27
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:32:32
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:32:37
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:32:42
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:32:47
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:32:52
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:32:57
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:33:02
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:33:07
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:33:12
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:33:17
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:33:22
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:33:27
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:33:32
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:33:37
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:33:42
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:33:47
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:33:52
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:33:57
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:34:02
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:34:08
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:34:13
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:34:18
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:34:23
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:34:28
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:34:33
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:34:38
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:34:43
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:34:48
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:34:53
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:34:58
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:35:03
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:35:08
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:35:13
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:35:18
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:35:23
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:35:28
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:35:33
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:35:38
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:35:43
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:35:48
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:35:53
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:35:58
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:36:03
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:36:08
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:36:13
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:36:18
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:36:23
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:36:28
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:36:33
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:36:38
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:36:43
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:36:48
-3.738678,-38.569698,29.0,35.0,01/02/2021,19:36:53
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:36:58
-3.738678,-38.569698,29.0,34.0,01/02/2021,19:37:03
